Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,
,"Feb-6

AM
Spine Health Routine
+
35:00 Row @ Zone 2
*nasal breathing only
+
Seal Stretch (1:00)
Kneeling Hip Flexor Stretch (1:00 / side)
Lizard Stretch (1:00 / side)
Couch Stretch (1:00 / side)

PM
4 Rounds @ Warm-Up Pace
-1:30 AirBike - nasal breathing only
-8 Banded Good Morning, 3s lower
-6 Up Dog to Down Dog
+
A1. Banded Front Rack Stretch (3 x 20s / side)
A2. McGill Bird Dog (3 x 3 / side)
B1. Clean Pull Under (3 x 3) empty bar
*catch just above parallel, mimicking a maximal power clean
B2. Box Jump, Step Down
(2 x 3) 24""
(2 x 3) 30""
*land as high as possible for all
B3. Pausing Goblet Squat (3 x 5) 53lb
C. E2M x 6 Sets: 3 Back Squats
*start at 225 and add 20-30lb each set
+
D. PC Battery Test
[0:00-8:00] Find Power Clean 1RM (Test)
[8:00-12:00] Change Weight, then rest
[12:00-20:00] Power Clean Battery (Test)
AMRAP 8:00: Max Power Cleans @ 90% 1RM
*round to the nearest 5lb interval
*note your best make for the 1RM
*note what 90% of that was for your test
*note how many reps you got on the AMRAP
+
3 Rounds
1:00 Ski @ Recovery Pace
1:00 Foam Roll Back","Feb-7

A. ZOAR Run Warm-Up
B. E3M x 6 Sets:
-250m Run @ Cruise Pace
-7 KB Deadlift 70/Hand
-5 Toes-to-Rings
-3 Wall Walks
C1. KB Windmill (5 x 8/8) 35lb for all
C2. Overhead Y Stretch on the Rings (5 x 20s)
C3. Bodyweight Walking Lunges (5 x 8)
D. sPress (5 x 5) 4s lower
*all sets very heavy / RPE 9 - rest ~3:00
*fight ribs down as hard as possible as you fatigue (minimal arching)
E. Dual DB OH Lunge (4 x 25ft) 25-35lb per hand
*additional prep with elevated cat pose with fingers interlocked before or b/w sets as needed
F. RMU (5 x 5) for quality
*exaggerate arch position with straight knees
G. For Time
-15 Cal Row
-15 Power Snatch 95lb
-15 Cal Row
+
Choice Flush & Mobility Work",,"Feb-9

6 Rounds
-250m Ski; Damper 3; easy
-5s.5s.5s Elevated Cat Pose End Range Isometrics with Fingers Interlocked
-5 KB Z-Press; 15/Hand; 1s pause at top
-5 Pausing Tabletop Glute Bridge
-5 sPress; 20kg bar, 3s pause OH each rep
+
A1. DB Pullover (5 x 6-8) 15lb
A2. Choice OHS Mobility Work
A3. OHS (5 x 5) empty bar
*each set narrow grip
*film your last set from the back (goal is jerk grip)
+
A. E2M x 6 Sets:
-3 Triple Pause Push Jerk 135 
-15s Squatting Groin Stretch; 25lb plate
B. BTN SJ + SJ (5 Sets) RPE 6 --> 8
C. 3 Sets:
-X sHSPU*
-Rest 15s-
-Y Bench Press* 185
-Rest 3:00-
*match week 1 scores
D. Bulgarian Split Squat (3 x 8/8)
*50lb per hand in hang position
E. 3 Rounds
-250m Row
-20s OH Triceps Stretch / side
-250m Ski
-20s Neck Stretch / way","Feb-10

3 Rounds
-250m Row; nasal, easy
-50 Single Unders
-1 Wall Walk + 8s Overhead Opener
+
3 Rounds
-12 Scap HSPU
-4 Alt Bird Dogs
-6 BB RDL
-4 Alt Dead Bugs
-30s Choice Front Rack Prep
+
A. Every 3:00 x 3 Sets:
-4 Shuttle Run (2x25ft=1)
-4 PC + PJ*
*build each set: 70-75-80%
(round each for even jumps)
B. Back Squat (5 x 3) 
*start at last week's loading & build with small jumps (5-10#) each set
C. Deadstop Deadlift (5 x 3)
*start at last week's loading & build with small jumps (5-10#) each set
*after each set, perform 1-3 sHSPU & 8-12 Crossovers
+
Rehearsal - complete @ wko pace
60s AirBike @ Moderate Pace
into... 2 Rounds
-2 sHSPU
-2 DL
-20 Crossovers
+
“Iron Cross”
AMRAP 12:00
3, 6, 9, 12…
-Strict HSPU
-Deadlifts 275/185lb
*30 crossovers after each round
+
5 Sets: for Load
-5 Single Arm Lat Pull Down / side
-8 Alternating DB Bench Press*
*hold in lockout, lowering one side at a time
+
[Skill Variance] extra credit
EMOM 21
1) 8 Seated External Rotations / side
2) 30s HS Static Hold / Attempts
3) Max L-Sit Hold (Cap :30)","Feb-11

(rest)",Averages
0,6,9,,9,9,,5
0,6,6,,7,8.5,,4
,225-250-275-300-325-345 BS / 260 PC / 26 reps,125 strict press / 35# KBs / 2:01 metcon,,230 Jerk / 7 SHSPU / 185#,Did this Sunday / 195 (1:02) - 210 (1:06) - 225 (1:20) PC+PJ / 300 - 305 - 310 - 315 - 320 BS / 375 - 385 - 395 - 405 -415 DL / 5 + 4 Metcon / 70 + 65 (1 round) -- 80 + 70 (4 rounds) for Lat pulldown + SA DB BP,,
,,,,,,,
"Jan-29

4 Rounds
-250m Ski
-30s T-Spine Opener
-15s Side Body Stretch / side
-20s Soles-to-Wall HS Hold
-15s Banded Lat Stretch / side
-10s Fingers-Facing Wrist Stretch
+
A. Inversion Skill
[15:00 Clock]
-E45s x 6: 25ft HSW; for quality
-Static HS Holds; in 4x4ft Box (remainder)
*note best static hold length
+
B. Squat Sequence 2.0
C1. Snatch Lift Off + Halting Snatch + Snatch Balance with Pause in Catch (6 Sets) 95lb
C2. Squatting Groin Stretch (6 x 15-20s) 
D. Power Snatch + Hang Squat Snatch (7 Sets)
*start at 115lb and build each set, ending RPE 8-8.5
E. OHS (4 x 4) 175lb all - 4s lower
F. 5 Rounds for Quality
-8-10 srDip
-8-10 Cable Tricep Extensions; AHAP
-10-12 DB Lateral Raise 15/Hand","Jan-30

AM
Spine Health Routine
+
2 Rounds
-3k Row; Nasal, Easy
-0:30 Seal Stretch
-0:30 Kneeling Hip Flexor Stretch / side

PM
A. Power Clean Warm-Up
B. E2M x 7 Sets:
-1.1 Power Clean; RPE 8-9
-2 BJ/SD ; tough height
C1. Boot Strappers (3 x 10)
C2. Back Squat Hold (3 x 10 breaths) empty bar
D. Back Squat (9,7,5,3)
*RPE 7-7-8-9 respectively
*rest ~3:00 b/w
E. For Time
-30 GHD Sit-Ups
-30 Cal Echo
-30 GHD Sit-Ups
F. 5:00 AB; easy
G. Foam Roller Routine","Jan-31

A. ZOAR Run Warm-Up
...then prep kb snatches to wko wt
B. Every 2:30 x 8 Sets:
-200m Run @ Cruise Pace
-5/5 KB Hang Snatch 53
C1. KB Windmill (4 x 4/4) 35x1, 53x3
C2. Overhead Y Stretch on the Rings (4 x 20s)
C3. Bodyweight Walking Lunges (4 x 8)
D. sPress (6,5,5,4,4) 3s lower
*build to RPE 8.5-9 for set of 6, then rest as needed to perform each subsequent set at the same loading
E. Dual KB OH Lunge (4 x 25ft) 26-35lb per hand
*additional prep with elevated cat pose with fingers interlocked before or b/w sets as needed
F. RMU (3 x 5) for quality
*film set 3
G. For Time
-8 RMU
-8 Box Clear Over 24""
-22 Line-Facing Burpee
+
Choice Flush & Mobility Work",,"Feb-2

6 Rounds
-250m Ski; Damper 3; easy
-5s.5s.5s Elevated Cat Pose End Range Isometrics with Fingers Interlocked
-5 KB Z-Press; 15/Hand; 1s pause at top
-5 Pausing Tabletop Glute Bridge
-5 sPress; 20kg bar, 3s pause OH each rep
+
A1. DB Pullover (5 x 6-8) 15lb
A2. Choice OHS Mobility Work
A3. OHS (5 x 5) empty bar
*each set narrow grip
*film your last set from the back (goal is jerk grip)
+
A. E2M x 6 Sets:
-3 Push Jerk 135 - pause 1s in catch of reps 1 & 2
-15s Squatting Groin Stretch; 25lb plate
B. BTN {behind the neck} PJ + BTN SJ (4 Sets) RPE 6-7
C. SJ; from the rack - singles to 255
D. 5 Sets:
-AMRAP-1 Wall-Facing sHSPU
-Rest 15s-
-AMRAP-1 Incline DB Bench 70/H
-Rest 2:00-
*note scores on each movement of each set
E. 3 Rounds
-250m Row
-20s OH Triceps Stretch / side
-250m Ski
-20s Neck Stretch / way","Feb-3

8:00 AirBike @ Easy Pace
-E2M(Including 0:00 & 8:00): 50 Single Unders
+
A1. Goblet Squat Hold (3 x 8 Breaths) 35/26lb
A2. McGill Bird Dog (3 x 5 / side)
B1. Barbell Elbow Rotations (2 x 8 alternating) 
B2. Banded Front Rack Stretch (2 x 15s / side)
B3. PVC External Rotation Stretch (2 x 15s / side)
B4. Side Body Stretch (2 x 20s / side)
C. Front Squat with Hook Grip + sPress (2 x 5+5) light
D. E2M x 5 Sets:
-4 BBJO 30""
-4 PC + PJ; 69-73% - fast singles
E. Build to 3 Squat Cleans @ 75%
*before each set perform 20-30 Double Unders
+
“Bound & Brace”
(Repeat of Workout 32)
Every 3 Minutes, Until Failure
-100 Double Unders
-5 Squat Clean 165/115lb
*add 20/10lbs every round
*you may NOT work ahead
*score is total reps
+
Deadstop Deadlift (4 x 4) 
*same loading as previous week
*quality but heavy
+
4 Sets:
-8-10 DB Bent Over Row / arm
-5-6 Single Arm DB sPress / arm
+
[Skill Variance] Extra Credit
20:00 Clock
(i) Unbroken Bar Pull Overs
(ii) Crossover Practice
(iii) Choice Handstand Skill","Feb-4

(rest)",Averages
7,9,8,,,,,8
7,8,8,,,,,7.666666667
195 Snatch / 175 OHS,"110 KG — 40"" / 264 - 264 - 300 - 337 / 5:48 - no GJD, so did TTB. The most ridiculous air bike I've even been on. But I went with it. 😉",123 strict press / 35# KBs / 1:41 metcon,,,,,
,,,,,,,
"Jan-22

AM
2:00 Easy Bike
Joint Rotations Warm-Up
+
BikeErg
5-6 Rounds
-3:00 BikeErg @ Nasal Cap
-1:00 Rest; off bike
*build pace each rd
*start comfortable, end tough but submaximal
+
2:00 Easy Bike
2:00 Couch Stretch / side

PM
4 Rounds
-250m Ski
-30s T-Spine Opener
-20s Soles-to-Wall HS Hold
-15s Banded Lat Stretch / side
-10s Fingers-Facing Wrist Stretch
+
A. Inversion Skill
[13:00 Clock]
-E50s x 6: 25ft HSW; for quality
-Static HS Holds; in 4x4ft Box (remainder)
*note best static hold length
+
B. Squat Sequence 2.0
C1. 3-Position Snatch (6 Sets) 75lb
*sets 1-3: power
*sets 4-6: squat
C2. Squatting Groin Stretch (6 x 15-20s) 
D. 3-Position Snatch (7 Sets)
*start at 115lb and build each set, ending RPE 8.5-9
*film last set
E. OHS (4 x 3) 175lb all - 4s lower
F. 5 Rounds for Quality
-6-8 srDip
-8-10 Cable Tricep Extensions; heavy
-9-12 DB Lateral Raise 15/Hand","Jan-23

AM
Spine Health Routine
+
33:00 Row @ Zone 2
*nasal breathing only
+
Seal Stretch (1:00)
Kneeling Hip Flexor Stretch (1:00 / side)
Lizard Stretch (1:00 / side)

PM
A. Power Clean Warm-Up
B. E2M x 7 Sets:
-2 BJ/SD; from seated; tough height
-1.1 Power Clean; RPE 8-8.5
*film set 7 + note the load
C1. Boot Strappers (3 x 10)
C2. Banded Front Rack Stretch (3 x 20s / side)
C3. Front Squat Hold (3 x 10 breaths) 45lb
D. Back Squat (10,8,6,4)
*RPE 6-7-8-9 respectively
*rest ~3:00 b/w
E. For Time
-45 GHD Sit-Ups
-30 Cal Echo
F. 5:00 AB; easy
G. Foam Roller Routine","Jan-24

A. ZOAR Run Warm-Up
B. Every 2:30 x 8 Sets:
-200m Run @ Cruise Pace
-5 KB HC&J 53/Hand
C1. KB Windmill (4 x 4/4) 35x3, 53x1
C2. Overhead Y Stretch on the Rings (4 x 20s)
C3. Bodyweight Walking Lunges (4 x 8)
D. sPress (8,7,6,5) 3s lower
*build to RPE 8.5-9 for set of 8, then rest as needed to perform each subsequent set at the same loading
E. BB OH Lunge (4 x 25ft) 95lb
*use a jerk / ohs hybrid grip (b/w the two)
*film set 4
F. 4 Sets:
-x3 complexes: 1 RMU + 1 Dip
-5 Devil's Press 50/H
*film set 2
*rest as needed for good quality and movement speed, but not more
G. For Time: 30 BBJO 24""
+
Choice Flush & Mobility Work",,"Jan-26

6 Rounds
-250m Ski; Damper 3; easy
-5s.5s.5s Elevated Cat Pose End Range Isometrics with Fingers Interlocked
-5 KB Z-Press; 15/Hand; 1s pause at top
-5 Pausing Tabletop Glute Bridge
-5 sPress; 20kg bar, 3s pause OH each rep
+
OHS (5 x 5) empty bar
*each set narrow grip
*perform ~2min of mobility work b/w sets
*film your last set from the back (goal is jerk grip)
+
A. E2M x 6 Sets:
-3 Push Jerk; RPE 6-7 / quality focused
-15s Squatting Groin Stretch; 25lb plate
B. E2M x 6 Sets:
-1.1 Squat Clean
*start at 185 and build to tough double
C. Bulgarian Split Squat (4 x 12ea)
*bodyweight only
*film it + note the load
D. 4 Sets:
-AMRAP-1 sHSPU
-Rest 15s-
-AMRAP-1 DB Bench 70/H
-Rest 2:00-
*note scores on each movement of each set
E. 3 Rounds
-250m Row
-20s OH Triceps Stretch / side
-250m Ski
-20s Neck Stretch / way","Jan-27

10:00 Easy AirBike
-E90s(+0:00): 20s @ Strong Pace
+
3 Rounds
-30s Frog Stretch; rocking gently
-10 Alternating Lizards
-10 90-90 Hip Rotations
-20s Overhead Opener; Hands-on-Wall
-1 Wall Walk + 5s Overhead Opener
+
A. E2M x 5 Sets:
-3 BJO 30""
-3 PC + PJ; 69-73% - fast singles
B. Back Squat (3 x 3) RPE 8 - 3s lower
*use same loads for all sets
*quality but heavy
C. Deadstop Deadlift (3 x 3) RPE 8 - 3s lower
*use same loads for all sets
*quality but heavy
+
Prep Sandbag Squats & Inversion Skills
+
Complete @ Workout Pace
-20/15 Calorie AirBike
-8 Sandbag Squats 150/100lb
-15-50ft Handstand Walk
+
""Kardashian""
AMRAP 10:00
-90/70 Calorie AirBike 
-50 Sandbag Squats* 150/100lb
-Max Handstand Walk**
*sandbag may be held however
**every 5ft = 1 rep
+
4 Sets:
-8 DB Bent Over Row / arm
-6 DB Military Press; moderate
+
[Skill Variance] Extra Credit
20:00 Clock
(i) Unbroken Bar Pull Overs
(ii) Crossover Practice
(iii) Choice Handstand Skill","Jan-28

(rest)",Averages
8,10,8,,7,8,,8.666666667
8,8,6.5,,7,6,,7.5
185,"Felt strong and healthy today. Rowed a hair over 2:00 pace. 
225# barbell -- 38"" box (I think) / 225-262.25-300-337.5 BS / 2:37",Swapped this around. Had a busy day at work so hit the bike tonight at home. Will do the skill work along with wed's stuff tomorrow.,,175 / 245 + 260 filmed,200# PC+J / 300# BS / 375# DL / 144 Reps / 70# row — 45s mil. press / extra credit 👍,,
,,,,,,,
"Jan-15

4 Rounds
-250m Ski
-30s T-Spine Opener
-20s Soles-to-Wall HS Hold
-15s Banded Lat Stretch / side
-10s Fingers-Facing Wrist Stretch
+
A. Inversion Skill
[13:00 Clock]
-EMOM 6: 25ft HSW; for quality
-Static HS Holds; in 4x4ft Box (remainder)
*note best static hold length
+
B. Squat Sequence 2.0
C. 3-Position Snatch (6 Sets) 75lb
*sets 1-3: power
*sets 4-6: squat
D. 3-Position Snatch (7 Sets)
*start at 115lb and build each set, ending RPE 8
*film last set
E. OHS (3 x 3) RPE 7-8 - 4s lower
F. 4 Rounds for Quality
-7 srDip
-8 DB Skull Crushers; moderately heavy
-10 DB Lateral Raise 15/Hand","Jan-16

AM
Spine Health Routine
+
30:00 Row @ Zone 2
*nasal breathing only
+
Kneeling Hip Flexor Stretch (2:00 / side)

PM
A. Power Clean Warm-Up
B. E2M x 7 Sets:
-2 BJ/SD; from seated; tough height
-1.1.1 Power Clean; RPE 8
*film set 7 + note the load
C1. Boot Strappers (3 x 10)
C2. Goblet Squat Hold (3 x 10 breaths) 26lb
D. Back Squat (5 x 5)
*straight sets (same load for all) at set 4 or set 5 weight from last week
E. For Time
-40 DB Box Step-Up 50/H to 24""
-60 Cal Echo
F. 5:00 AB; easy
G. Foam Roller Routine","Jan-17

A. ZOAR Run Warm-Up
B. Every 2:30 x 8 Sets:
-250m Run @ Cruise Pace
-3 SB Clean 150lb
C1. KB Windmill (4 x 4/4) 35x3, 53x1
C2. Overhead Y Stretch on the Rings (4 x 20s)
C3. Bodyweight Walking Lunges (4 x 8)
D. sPress (4 x 8) 3s lower - RPE 7-8
*note the load final load, all working set but some building permitted
E. DB Filly* Lunge (6 Lengths) 50/H
*1 db in front rack, 1 db overhead
F. 5-6 Sets: (rest ~1:1)
-2 RMU + 2 Dips
-4 Burpee PU
-4 Devil's Press 35/H
G. For Time
-12-9-6 Cal Row
-9-7-5 BBJO 24""
+
1k Row @ Recovery Pace
",,"Jan-19

6 Rounds
-250m Ski; Damper 3; easy
-5s.5s.5s Elevated Cat Pose End Range Isometrics with Fingers Interlocked
-5 KB Z-Press; 15/Hand; 1s pause at top
-5 Pausing Tabletop Glute Bridge
-5 sPress; 20kg bar, 3s pause OH each rep
+
A. E2M x 6 Sets:
-Push Jerk + Split Jerk; from the rack 
*start at RPE 6 and build to RPE 8.5
*film final set
-15s Squatting Groin Stretch; 25lb plate
B. E2M x 6 Sets:
-Squat Clean & Jerk
*start at 215 and build to RPE 9
*film top set
C. sHSPU Rep Max; Hands @ Head Level
+
3 Sets:
-AMRAP-1 sHSPU; Hands @ Head Level
-Rest 15s-
-AMRAP-1 Bench Press 185
-Rest 3:00-
*note scores on each movement of each set
D. Staggered Stance DB RDL (4 x 10ea) 50/H","Jan-20

EMOM 6: 40s Row 
*start easy, end moderate 
+ 
A. EMOM 8 - All @ 40-50% Loading 
*min 1-2: 1.1 Squat Snatch with Slow Pull Til the Knee 
*min 3-4: 3 Low Hang Power Snatch 
*min 5-6 1.1 No Feet No Hook Squat Snatch 
*min 7-8: 1 Muscle Snatch + 3 Pressing Snatch Balance 
B. Snatch - go every 2:30 
(3 x 1.1.1.1) RPE 6 
(3 x 1.1.1) RPE 7-8 
(2 x 1.1) RPE 8.5-9 
C. Front Squat (4 x 4) RPE 8.5 
D. Prep Name Game Mvmts 
E. Complete @ Workout Pace 
15 Calorie Row 
...into... 
2 Rounds 
-11 Wall Ball 
-6 Bar-Facing Burpee 
+ 
""Pumpkin Hypothesis"" 
AMRAP 12:00 
Buy-In: 66 Calorie Row 
-44 Wall Ball 20/14lb, 10/9ft 
-22 Bar-Facing Burpee 
+ 
[Quarters Support] 
EMOM 9 (same minute) 
-30s Row @ 2k-3k Time Trial Pace 
-30s ""Max"" Reps of X Mvmt 
*min 1-4-7: V-Ups 
*min 2-5-8: TTB 
*min 3-6-9: GHD 
+ 
Accumulate, for Quality: 
-20 Alt Pistols 
-10 Legless Rope Climb 14ft 
+ 
Foam Roll; Choice Muscle Groups","Jan-21 

(rest)",Averages
9,8,8,,7,9,,8.333333333
6.5,8,8,,7,9,,7.5
:10 HS Hold / 185# snatch / 185# OHS,"7,439 M / 30"" — 225 PC / 305 BS / 6:35 metcon",~1:00 run — TnG DBalls / 95 - 100 - 105 - 110 strict press / Filly lunge 53# KB 👍 / 5 sets (uploaded times) / 3:07,,245 / 252.5 / Same 6 reps max SHSPU from last week (complete w/ the last no-rep😔). / 6-6-5 SHSPU / 10-10-9 BP,205 / 265 / 2 + 5,,
,,,,,,,
"Jan-8

AM
2:00 Easy Bike
Joint Rotations Warm-Up
+
BikeErg
5 Rounds
-3:00 BikeErg @ Nasal Cap
-1:00 Rest; off bike
+
2:00 Easy Bike
2:00 Couch Stretch / side

PM
4 Rounds
-250m Ski
-30s T-Spine Opener
-20s Soles-to-Wall HS Hold
-15s Banded Lat Stretch / side
-10s Fingers-Facing Wrist Stretch
+
A. Inversion Skill
[10:00 Clock]
-EMOM 4: 25ft HSW; for quality
-Static HS Holds; in 4x4ft Box (remainder)
*note best static hold length
+
B. Squat Sequence 2.0
C. 3-Position Snatch (6 Sets) 20kg
*sets 1-3: power
*sets 4-6: squat
D. 3-Position Snatch (6 Sets)
*start at 95lb and build each set, ending RPE 7.5-8
*film last set
E. OHS (3 x 3) RPE 6-7 - 4s lower
F. 4 Rounds for Quality
-6 srDip {strict ring}
-8 Cable Tricep Extensions; heavy
-10 DB Lateral Raise 15/Hand","Jan-9

AM
Spine Health Routine
+
5k Row @ Nasal Cap
+
Kneeling Hip Flexor Stretch (2:00 / side)

PM
A. Power Clean Warm-Up
B. E2M x 7 Sets:
-2 BJ/SD; tough height
-1.1.1 Power Clean; RPE 7
*film set 7 + note the load
C1. Boot Strappers (3 x 10)
C2. Goblet Squat Hold (3 x 10 breaths) 26lb
D. Back Squat (5 x 5)
*start @ 70% & build to RPE 8.5
E. For Time
-40 Cal Echo
-40 DB Box Step-Up 50/H to 20""
-40 Cal Echo
F. 5:00 AB; easy
G. Foam Roller Routine","Jan-10

A. ZOAR Run Warm-Up
B. E2M x 8 Sets:
-30s Run @ Cruise Pace
-3 SB Clean 150lb
C1. KB Windmill (4 x 4/4) 35lb
C2. Overhead Y Stretch on the Rings (4 x 20s)
C3. Bodyweight Walking Lunges (4 x 8)
D. sPress (4 x 8) 3s lower - RPE 7
*note the load - same wt for all sets
E. DB Overhead Lunge (3 x 8ea) 50lb
F. 4 Sets: (rest ~1:1)
-2 RMU + 2 Dips
-4 Burpee PU
-4 Devil's Press 35/H
G. For Time // 9-6-3
-Cal Ski
-BBJO 24""
+
1k Row @ Recovery Pace
",,"Jan-12

6 Rounds
-250m Ski; Damper 3; easy
-5s.5s.5s Elevated Cat Pose End Range Isometrics with Fingers Interlocked
-5 KB Z-Press; 15/Hand; 1s pause at top
-5 Pausing Tabletop Glute Bridge
-5 sPress; 20kg bar, 3s pause OH each rep
+
A. E2M x 6 Sets:
-Push Jerk + Split Jerk; from the rack 
*start at RPE 6 and build to RPE 8
*film final set
-15s Squatting Groin Stretch; 25lb plate
B. E2M x 6 Sets:
-Squat Clean & Jerk
*start at 205 and build to RPE 8.5
*film top set
C. sHSPU Rep Max (Test)
*film & note the # of reps
+
3 Sets:
-AMRAP-1 sHSPU
-Rest 15s-
-AMRAP-1 Bench Press 185
-Rest 3:00-
*note scores on each movement of each set
D. Bulgarian Split Squat (4 x 12ea)
*bodyweight only","Jan-13

EMOM 6
1) Bike
2) Ski
+
2-3 rounds:
-10 Knee banded side shuffles in each direction
-10 knee banded Air squats @ 3010
-10 Band pull apart
-5 BTN SG Press + 10s OH Hold; empty bar
-15ft Single Leg Pogo Hops / side
-1 minute choice front rack prep
+
A. EMOM 8 - All @ 40-50% Loading
1) 1.1 Squat Snatch with Slow Pull Til the Knee
2) 3 Low Hang Power Snatch 
3) 1.1 No Feet No Hook Squat Snatch
4) 1 Muscle Snatch + 3 Pressing Snatch Balance
B. [15:00 Clock]
Build to Heavy: Power Snatch + Squat Snatch
C. Every 2:00 x 4 Sets: 3 Snatch High Pull 100%
D. Every 2:30 x 4 Sets: 3 Front Squat; RPE 8.5
*pause rep 1 of each set
+
3 Sets: 
-5 T2R
-5 Box Jump Over 24/20""
-5 Thrusters*
*set 1: 95/65lb
*set 2: 115/85lb
*set 3: 135/95lb
+
""Ring of Fire""
4 Rounds for Time
-15 Toes to Rings
-12 Box Jump Over 24/20""
-9 Thrusters 135/95lb
+
[Quarters Support]
AMRAP 20:00 @ 60% Effort / Quality Focused
-2x12ft HSW (unbroken inc. turnaround)
-15 Unbroken GHD Sit-Ups 
-3/3 Unbroken Pistols (not alternated)
-3 ""Touch-N-Go"" Rope Climbs 15ft
+
5:00 Easy AirBike","Jan-14

(rest)",Averages
8,9,8,,6,7,,8.333333333
8,9,7,,8,8,,8
170 / 180 (F) / 165 OHS,"20:03 / 40"" / 200 PC / 275-285-295-305-315 (belt starting at 305) / 6:31 metcon (~450 1st 40 - UN steps- ~350 2nd 4","Did TnG DBall cleans / 105 / :56 :54 :55 :54 / Had dinner rez, so will do the metcon tomorrow in Miami",,"7-6-6 (couldn't work on the bench. That interview took so long, and I had to get to Bayside, so I just did the HSPU piece 😔)","Up and down day. Happy I got through everything, but still not feeling myself. Part of it is the heat and unfamiliarity of Miami and this box; a bigger part is the fact I'm still ramping back up from 3 weeks off in December. Anyway, 190 on the snatch complex / 215 high pulls / 265 FS / Was losing the intended stimulus on the metcon, so stripped to 115 for rounds 3 and 4 — 8:37 / 5 rounds + HS walk / Felt unwell after the AMRAP but, again, chalking it up to normalizing this stimulus again. Overall, tough week, but necessary way station.",,
,,,,,,,
